ID|FirstName|LastName|AuthorInfo|Quotation|Subject
538|Napoleon|Hill|1883-1970, American Speaker, Motivational Writer, ''Think and Grow Rich''|Everyone enjoys doing the kind of work for which he is best suited.|Enjoyment
539|Napoleon|Hill|1883-1970, American Speaker, Motivational Writer, ''Think and Grow Rich''|No man can succeed in a line of endeavor which he does not like.|Enjoyment
540|Ben|Hogan|1912-, American Golfer|As you walk down the fairway of life you must smell the roses, for you only get to play one round.|Enjoyment
541|Oscar|Homoka||To really enjoy the better things in life, one must first have experienced the things they are better than.|Enjoyment
542|Gordie|Howe|1928-, Canadian Hockey Player|You've got to love what you're doing. If you love it, you can overcome any handicap or the soreness or all the aches and pains, and continue to play for a long, long time.|Enjoyment
543|Karl  Wilhelm|Von Humboldt|1767-1835, German Statesman, Philologist|True enjoyment comes from activity of the mind and exercise of the body; the two are ever united.|Enjoyment
544|Michael|Jordan|1963-, American Basketball Player, Actor|Just play. Have fun. Enjoy the game.|Enjoyment
545|H.  Stanley|Judd|American Author|Don't complain because you don't have. Enjoy what you've got.|Enjoyment
546|Ken|Keyes Jr.|1921-1995, American Author|I always remember that I have everything I need to enjoy my here and now, unless I am letting my consciousness be dominated by demands and expectations based on the dead past or the imagined future.|Enjoyment
547|Soren|Kierkegaard|1813-1855, Danish Philosopher, Writer|Listen to the cry of a woman in labor at the hour of giving birth --look at the dying man's struggle at his last extremity, and then tell me whether something that begins and ends thus could be intended for enjoyment.|Enjoyment
548|Michael|Korda|1919-, American publisher|Your chances of success are directly proportional to the degree of pleasure you desire from what you do. If you are in a job you hate, face the fact squarely and get out.|Enjoyment
549|Harding|Lawrence||Don't set compensation as a goal. Find work you like, and the compensation will follow.|Enjoyment
550|Stephen  B.|Leacock|1869-1944, Canadian Humorist, Economist|What we call creative work, ought not to be called work at all, because it isn't. I imagine that Thomas Edison never did a day's work in his last fifty years.|Enjoyment
551|Michael|Leboeuf|American Researcher, Consultant, Author|The ultimate goal of a more effective and efficient life is to provide you with enough time to enjoy some of it.|Enjoyment
552|Edward  G.|Bulwer-Lytton|1803-1873, British Novelist, Poet|The prudent person may direct a state, but it is the enthusiast who regenerates or ruins it.|Enthusiasm
553|Edward  B.|Butler||One man has enthusiasm for 30 minutes, another for 30 days, but it is the man who has it for 30 years who makes a success of his life.|Enthusiasm
554|Thomas|Carlyle|1795-1881, Scottish Philosopher, Author|The condition of the most passionate enthusiast is to be preferred over the individual who, because of the fear of making a mistake, won't in the end affirm or deny anything.|Enthusiasm
555|Dale|Carnegie|1888-1955, American Author, Trainer|Flaming enthusiasm, backed up by horse sense and persistence, is the quality that most frequently makes for success.|Enthusiasm
556|Dale|Carnegie|1888-1955, American Author, Trainer|If you want to be enthusiastic, act enthusiastic.|Enthusiasm
557|William  Ellery|Channing|1780-1842, American Unitarian Minister, Author|All noble enthusiasms pass through a feverish stage, and grow wiser and more serene.|Enthusiasm
558|Henry|Chester||Enthusiasm is the greatest asset in the world. It beats money, power and influence.|Enthusiasm
559|Walter|Chrysler|American Businessman, Founder of Chrysler Motors|The real secret to success is enthusiasm.|Enthusiasm
560|Samuel  Taylor|Coleridge|1772-1834, British Poet, Critic, Philosopher|Nothing is so contagious as enthusiasm.|Enthusiasm
561|Sidonie  Gabrielle|Colette|1873-1954, French Author|You will do foolish things, but do them with enthusiasm.|Enthusiasm
562|William|Cowper|1731-1800, British Poet|No wild enthusiast could rest, till half the world like him was possessed.|Enthusiasm
563|Clarence|Day|1874-1935, American Essayist|You can't sweep other people off their feet, if you can't be swept off your own.|Enthusiasm
564|Benjamin|Disraeli|1804-1881, British Statesman, Prime Minister|Every production of genius must be the production of enthusiasm.|Enthusiasm
565|Benjamin|Disraeli|1804-1881, British Statesman, Prime Minister|The people of England are the most enthusiastic in the world.|Enthusiasm
566|Tryon|Edwards|1809-1894, American Theologian|To waken interest and kindle enthusiasm is the sure way to teach easily and successfully.|Enthusiasm
567|Ralph  Waldo|Emerson|1803-1882, American Poet, Essayist|Enthusiasm is the leaping lightning, not to be measured by the horse-power of the understanding.|Enthusiasm
568|Clare  Boothe|Luce|1903-1987, American Author|I don't have a warm personal enemy left. They've all died off. I miss them terribly because they helped define me.|Enemies
569|Henry|Miller|1891-1980, American Author|The real enemy can always be met and conquered, or won over. Real antagonism is based on love, a love which has not recognized itself.|Enemies
570|Frankfort|Moore||There is no stronger bond of friendship than a mutual enemy.|Enemies
571|Christopher|Morley|1890-1957, American Novelist, Journalist, Poet|The enemies of the future are always the very nicest people.|Enemies
572|Friedrich|Nietzsche|1844-1900, German Philosopher|He who lives by fighting with an enemy has an interest in the preservation of the enemy's life.|Enemies
573||Ovid|BC 43-18 AD, Roman Poet|Bear patiently with a rival.|Enemies
574|Francesco|Petrarch|1304-1374, Italian Poet, Humanist|Five enemies of peace inhabit with us -- avarice, ambition, envy, anger, and pride; if these were to be banished, we should infallibly enjoy perpetual peace.|Enemies
575|Francesco|Petrarch|1304-1374, Italian Poet, Humanist|Man has no greater enemy than himself.|Enemies
576||Proverb||Talk well of your friends and of your enemies say nothing.|Enemies
577|African|Proverb|Sayings of African Origin|When there is no enemy within, the enemies outside cannot hurt you.|Enemies
578|Chinese|Proverb|Sayings of Chinese Origin|The fire you kindle for your enemy often burns yourself more than him.|Enemies
579|Scottish|Proverb|Sayings of Scottish Origin|False friends are worst than bitter enemies.|Enemies
580|Mary  Caroline|Richards||Who are enemies? Those who oppose each others will.|Enemies
581|Dante  Gabriel|Rossetti|1828-1882, British Poet, Painter|Was it a friend or foe that spread these lies? Nay, who but infants question in such wise,  'twas one of my most intimate enemies.|Enemies
582|N.  F.|Simpson||Remember, to them it is us who are the enemy.|Enemies
583|Charles  Haddon|Spurgeon|1834-1892, British Baptist Preacher|Beware of no man more than of yourself; we carry our worst enemies within us.|Enemies
584|Robert  Louis|Stevenson|1850-1895, Scottish Essayist, Poet, Novelist|Give us grace and strength to forbear and to persevere. Give us courage and gaiety and the quiet mind, spare to us our friends, soften to us our enemies.|Enemies
585|Gordon|Sumner||Convince an enemy, convince him that he's wrong. To win a bloodless battle, the victory is long. A simple act of faith, reason over might. To blow up his children would only prove him right.|Enemies
586|Anne  Sophie|Swetchine|1782-1857, Russian Author|One must be a somebody before they can have a enemy. One must be a force before he can be resisted by another force.|Enemies
587|Jonathan|Swift|1667-1745, Anglo-Irish Satirist|One enemy can do more hurt than ten friends can do good.|Enemies
588|Publilius|Syrus|1st Century BC, Roman Writer|It is a pitiful fortune that is not without enemies.|Enemies
589|Margaret|Thatcher|1925-, British Stateswoman, Prime Minister (1979-90)|It pays to know the enemy -- not least because at some time you may have the opportunity to turn him into a friend.|Enemies
590|Source|Unknown||A person is his own worst enemy.|Enemies
591|Source|Unknown||If thine enemy offend thee, give his child a drum.|Enemies
592|Source|Unknown||One reason we should love our enemies is that we made them ourselves. Another reason is that they keep us on our toes, a third reason is that we should make them our friends.|Enemies
593|Source|Unknown||Speak well of your enemies... you made them.|Enemies
594||Voltaire|1694-1778, French Historian, Writer|In my life, I have prayed but one prayer: oh Lord, make my enemies ridiculous. And God granted it.|Enemies
595|Walt|Whitman|1819-1892, American Poet|I no doubt deserved my enemies, but I don't believe I deserved my friends.|Enemies
596|Oscar|Wilde|1856-1900, British Author, Wit|A man cannot be too careful in the choice of his enemies.|Enemies
597||Young||The person who builds a character makes foes.|Enemies
598|Sheryl|Adams||Energy is equal to desire and purpose.|Energy
599|William|Blake|1757-1827, British Poet, Painter|Energy is an eternal delight, and he who desires, but acts not, breeds pestilence.|Energy
600|Dr.  Joyce|Brothers|1927-, American Psychologist, Television and Radio Personality|If your energy is as boundless as your ambition, total commitment may be a way of life you should seriously consider.|Energy
601|Ralph  Waldo|Emerson|1803-1882, American Poet, Essayist|Coal is a portable climate. It carries the heat of the tropics to Labrador and the polar circle; and it is the means of transporting itself whithersoever it is wanted. Watt and Stephenson whispered in the ear of mankind their secret, that a half-ounce of coal will draw two tons a mile, and coal carries coal, by rail and by boat, to make Canada as warm as Calcutta, and with its comfort brings its industrial power.|Energy
602|Benjamin|Franklin|1706-1790, American Scientist, Publisher, Diplomat|Energy and persistence alter all things.|Energy
603|Nathaniel|Hawthorne|1804-1864, American Novelist, Short Story Writer|Is it a fact -- or have I dreamt it -- that, by means of electricity, the world of matter has become a great nerve, vibrating thousands of miles in a breathless point of time?|Energy
604|Ernest|Rutherford||The energy produced by the breaking down of the atom is a very poor kind of thing. Anyone who expects a source of power from the transformation of these atoms is talking moonshine.|Energy
605|Nancy|Zi||Controlled deep breathing helps the body to transform the air we breathe into energy. The stream of energized air produced by properly executed and controlled deep breathing produces a current of inner energy which radiates throughout the entire body and can be channeled to the body areas that need it the most, on demand.|Energy
606|Jane|Austen|1775-1817, British Novelist|An engaged woman is always more agreeable than a disengaged. She is satisfied with herself. Her cares are over, and she feels that she may exert all her powers of pleasing without suspicion. All is safe with a lady engaged; no harm can be done.|Engagement
607|Lord|Byron|1788-1824, British Poet|I am about to be married, and am of course in all the misery of a man in pursuit of happiness.|Engagement
608|John|Gay|1688-1732, British Playwright, Poet|Can you support the expense of a husband, hussy, in gaming, drinking and whoring? Have you money enough to carry on the daily quarrels of man and wife about who shall squander most?|Engagement
609|William|Shakespeare|1564-1616, British Poet, Playwright, Actor|No sooner met but they looked; no sooner looked but they loved; no sooner loved but they sighed; no sooner sighed but they asked one another the reason; no sooner knew the reason but they sought the remedy; and in these degrees have they made a pair of stairs to marriage, which they will climb incontinent, or else be incontinent before marriage.|Engagement
610|Oscar|Wilde|1856-1900, British Author, Wit|Pardon me, you are not engaged to any one. When you do become engaged to some one, I, or your father, should his health permit him, will inform you of the fact. An engagement should come on a young girl as a surprise, pleasant or unpleasant, as the case may be. It is hardly a matter that she could be allowed to arrange for herself.|Engagement
611|Duke  of|Wellington Arthur Wellesley|1769-1852, British Statesman, Military Leader|To define it rudely but not ineptly, engineering is the art of doing that well with one dollar, which any bungler can do with two after a fashion.|Engineering
612|Freeman|Dyson|1923-, British-born American Physicist, Author|A good scientist is a person with original ideas. A good engineer is a person who makes a design that works with as few original ideas as possible. There are no prima donnas in engineering.|Engineering
613|Marcel|Pagnol||My advice is to look out for engineers. They begin with sewing machines and end up with nuclear bombs.|Engineering
614|William|Shakespeare|1564-1616, British Poet, Playwright, Actor|For 'Tis the sport to have the engineer hoisted with his own petard.|Engineering
615|Robert|Wilson|1941-, American Theater Director, Designer|Hedonic Engineering -- The human nervous system studying and improving itself: intelligence studying and improving intelligence. Why be depressed, dumb, and agitated when you can be happy, smart, and tranquil?|Engineering
616|Greg|Anderson|American Author of ''The 22 Non-Negotiable Laws of Wellness''|... focus on the journey, not the destination. Joy is found not in finishing an activity but in doing it.|Enjoyment
617|Marcus|Aurelius|121-80 AD, Roman Emperor, Philosopher|Where a man can live, he can also live well.|Enjoyment
618|Richard|Bach|1936-, American Author|The best way to pay for a lovely moment is to enjoy it.|Enjoyment
619|M.  Russell|Ballard|1928, American Missionary, Bishop,|The love for work needs to be re-enthroned in our lives. Every family should have a plan for work that touches the life of each family member so that this eternal principle will be ingrained in their lives.|Enjoyment
620|Ralph  Waldo|Emerson|1803-1882, American Poet, Essayist|Envy is the tax which all distinction must pay.|Envy
621|Henry|Fielding|1707-1754, British Novelist, Dramatist|Some folks rail against other folks, because other folks have what some folks would be glad of.|Envy
622|Thomas|Fuller|1608-1661, British Clergyman, Author|Nothing sharpens sight like envy.|Envy
623|John|Gay|1688-1732, British Playwright, Poet|Fools may our scorn, not envy, raise. For envy is a kind of praise.|Envy
624|Johann  Wolfgang|Von Goethe|1749-1832, German Poet, Dramatist, Novelist|Men are so constituted that every one undertakes what he sees another successful in, whether he has aptitude for it or not.|Envy
625|Baltasar|Gracian|1601-1658, Spanish Philosopher, Writer|The envious die not once, but as oft as the envied win applause.|Envy
626|Ralph|Harper||Helpless, unknown, and unremembered, most human beings, however sensitive, idealistic, intelligent, go through life as passengers rather than chauffeurs. Although we may pretend that it is the chauffeur who is the social inferior, most of us, like Toad of Toad Hall, would not mind a turn at the wheel ourselves.|Envy
627|William|Hazlitt|1778-1830, British Essayist|Envy among other ingredients has a mixture of the love of justice in it. We are more angry at undeserved than at deserved good-fortune.|Envy
628||Herodotus|BC 484-425, Greek Historian|How much better a thing it is to be envied than to be pitied.|Envy
629|William|Hogarth|1697-1764, British Painter, Engraver|All the world is competent to judge my pictures except those who are of my profession.|Envy
630||Horace|BC 65-8, Italian Poet|He will be loved when dead, who was envied when he was living.|Envy
631|Samuel|Johnson|1709-1784, British Author|His scorn of the great is repeated too often to be real; no man thinks much of that which he despises.|Envy
632|Francois  De|La Rochefoucauld|1613-1680, French Classical Writer|Envy is more irreconcilable than hatred.|Envy
633|Francois  De|La Rochefoucauld|1613-1680, French Classical Writer|It is not enough to succeed, others must fail.|Envy
634|Francois  De|La Rochefoucauld|1613-1680, French Classical Writer|The sure mark of one born with noble qualities is being born without envy.|Envy
635|Groucho|Marx|1895-1977, American Comic Actor|There is no sweeter sound than the crumbling of ones fellow man.|Envy
636||Motto||Envy is honors foe.|Envy
637||Ovid|BC 43-18 AD, Roman Poet|Envy aims very high.|Envy
638||Ovid|BC 43-18 AD, Roman Poet|Envy feeds on the living, after death it rests, then the honor of a man protects him.|Envy
639|Danish|Proverb|Sayings of Danish Origin|Rust consumes iron and envy consumes itself.|Envy
640|German|Proverb|Sayings of German Origin|Envy eats nothing, but its own heart.|Envy
641||Saying||They that envy others are their inferiors.|Envy
642|William|Shakespeare|1564-1616, British Poet, Playwright, Actor|Oh, what a bitter thing it is to look into happiness through another man's eyes.|Envy
643||Socrates|BC 469-399, Greek Philosopher of Athens|The envious person grows lean with the fatness of their neighbor.|Envy
644|Mark|Twain|1835-1910, American Humorist, Writer|Man will do many things to get himself loved; he will do all things to get himself envied.|Envy
645|Gore|Vidal|1925-, American Novelist, Critic|Whenever a friend succeeds, a little something in me dies.|Envy
646|James|Agate|1877-1947) British Author, Critic|Don't pity me now, don't pity me never; I'm going to do nothing for ever and ever.|Epitaphs
647|Nicholas|Butler|1862-1947, American Educationist|The epitaphs on tombstones of a great many people should read: Died at thirty, and buried at sixty.|Epitaphs
648|Lord|Byron|1788-1824, British Poet|Posterity will never survey a nobler grave than this: here lie the bones of Castlereagh: stop, traveler, and piss.|Epitaphs
649|Miguel  De|Cervantes|1547-1616, Spanish Novelist, Dramatist, Poet|Nor has his death the world deceiv'd than his wondrous life surprise d; if he like a madman liv'd least he like a wise one dy'd.|Epitaphs
650|Irvin  S.|Cobb||An epitaph is a belated advertisement for a line of goods that has been discontinued.|Epitaphs
651|Cyril|Connolly|1903-1974, British Critic|Green leaves on a dead tree is our epitaph -- green leaves, dear reader, on a dead tree.|Epitaphs
652|Paul|Eldridge||Reading the epitaphs, our only salvation lies in resurrecting the dead and burying the living.|Epitaphs
653|Robert|Emmet|1778-1803 (hanged), Irish Rebel|Let no man write my epitaph; for as no man who knows my motives dare now vindicate them, let not prejudice or ignorance asperse them. Let them rest in obscurity and peace! Let my memory be left in oblivion, my tomb remain uninscribed, until other times and other men can do justice to my character.|Epitaphs
654|Robert|Frost|1875-1963, American Poet|And were an epitaph to be my story I'd have a short one ready for my own. I would have written of me on my stone: I had a lover's quarrel with the world.|Epitaphs
655|Helen  Hunt|Jackson|1830-1885, American Writer|Oh, write of me, not ''Died in bitter pains,'' but ''Emigrated to another star!''|Epitaphs
656|Samuel|Johnson|1709-1784, British Author|In lapidary inscriptions a man is not upon oath.|Epitaphs
657|Gregory|Nunn|1955-, American Golfer|The most touching epitaph I ever encountered was on the tombstone of the printer of Edinburgh. It said simply: ''He kept down the cost and set the type right.''|Epitaphs
658|American|Proverb|Sayings of American Origin|If men could see the epitaphs their friends write they would believe they had gotten into the wrong grave.|Epitaphs
659|Harry|Secombe||At last God caught his eye.|Epitaphs
660|Gloria|Swanson|1897-1983, American Actress|When I die, my epitaph should read: She Paid the Bills. That's the story of my private life.|Epitaphs
661|St.  Thomas|Aquinas|1225-1274, Italian Scholastic Philosopher and Theologian|By nature all men are equal in liberty, but not in other endowments.|Equality
662||Aristotle|BC 384-322, Greek Philosopher|Equality consists in the same treatment of similar persons.|Equality
663||Aristotle|BC 384-322, Greek Philosopher|The beginning of reform is not so much to equalize property as to train the noble sort of natures not to desire more, and to prevent the lower from getting more.|Equality
664||Aristotle|BC 384-322, Greek Philosopher|The worst form of inequality is to try to make unequal things equal.|Equality
665|Honore  De|Balzac|1799-1850, French Novelist|Equality may perhaps be a right, but no power on earth can ever turn it into a fact.|Equality
666|Simone  De|Beauvoir|1908-1986, French Novelist, Essayist|The most mediocre of males feels himself a demigod as compared with women.|Equality
667|Paul|Burton|British Expert In Urban Studies|There has to be positive action that allows the most disadvantaged people to get their fair share of job opportunities.|Equality
668|Anna|Chennault||Equal opportunity is good, but special privilege is better.|Equality
669|James  F.|Cooper|1789-1851, American Novelist|Equality, in a social sense, may be divided into that of condition and that of rights. Equality of condition is incompatible with civilization, and is found only to exist in those communities that are but slightly removed from the savage state. In practice, it can only mean a common misery.|Equality
670|Anthony|Delano||She was not a women likely to settle for equality when sex gave her an advantage.|Equality
671|William  J.|Durant|1885-1981, American Historian, Essayist|Nature has never read the Declaration of Independence. It continues to make us unequal.|Equality
672|Andrea|Dworkin|1946-, American Feminist Critic|A commitment to sexual equality with males is a commitment to becoming the rich instead of the poor, the rapist instead of the raped, the murderer instead of the murdered.|Equality
673|Bob|Dylan|1941-, American Musician, Singer, Songwriter|All this talk about equality. The only thing people really have in common is that they are all going to die.|Equality
674|Walt|Kelly|1913-1973, American Animator, Strip Cartoonist|We have meet the enemy; and he is us.|Enemies
675|Thomas  ã|Kempis|1379-1471, German Monk, Mystic, Religious Writer|The enemy is more easily overcome if he be not suffered to enter the door of our hearts, but be resisted without the gate at his first knock.|Enemies
676|Sally|Kempton||It is hard to fight an enemy who has outposts in your head.|Enemies
677|John  F.|Kennedy|1917-1963, Thirty-fifth President of the USA|Forgive your enemies, but never forget their names.|Enemies
678|Stephen|King|1947-, American Horror Writer, Actor|Only enemies speak the truth. Friends and lovers lie endlessly, caught in the web of duty.|Enemies
679|Henry|Kissinger|1923-, American Republican Politician, Secretary of State|Even a paranoid can have enemies.|Enemies
680|Francois  De|La Rochefoucauld|1613-1680, French Classical Writer|Our enemies approach nearer to truth in their judgments of us than we do ourselves.|Enemies
681|Francois  De|La Rochefoucauld|1613-1680, French Classical Writer|Our enemies come nearer the truth in the opinions they form of us than we do in our opinion of ourselves.|Enemies
682|Bruce|Lee|1940-1973, Chinese-American Actor, Director, Author, Martial Artist|Take no thought of who is right or wrong or who is better than. Be not for or against.|Enemies
683|Abraham|Lincoln|1809-1865, Sixteenth President of the USA|The best way to destroy your enemy is to make him your friend.|Enemies
684|Germaine  De|Stael|1766-1817, French-Swiss Novelist|The sense of this word among the Greeks affords the noblest definition of it; enthusiasm signifies God in us.|Enthusiasm
685|James|Stalker||How poor a guide enthusiasm is when it is not informed with the mind and spirit of God.|Enthusiasm
686||Tuckerman||National enthusiasm is the nursery of genius.|Enthusiasm
687|Source|Unknown||Be ENTHUSIASTIC as a leader. You can't light a fire with a wet match!|Enthusiasm
688|Source|Unknown||Enthusiasm is a telescope that yanks the misty, distant future into the radiant, tangible present.|Enthusiasm
689|Source|Unknown||Enthusiasm is contagious.  You can start an epidemic.|Enthusiasm
690|Source|Unknown||Enthusiasm is that kindling spark which marks the difference between the leaders in every activity and the laggards who put in just enough to get by.|Enthusiasm
691|Source|Unknown||Enthusiasm is the Spirit of God working with you.|Enthusiasm
692|Source|Unknown||Enthusiasm is very good lubrication for the mind.|Enthusiasm
693|Source|Unknown||Enthusiasm is: A quiet spiritual strength: An inner glow: Faith in action: Greatest asset in the world: Beats money power influence: Tramples over prejudice.|Enthusiasm
694|Source|Unknown||Enthusiasm makes ordinary people extraordinary.|Enthusiasm
695|Source|Unknown||Enthusiasm will be as contagious as ever.|Enthusiasm
696|Source|Unknown||Enthusiasm: A little thing that makes a BIG difference.|Enthusiasm
697|Source|Unknown||The person who's not fired with enthusiasm, usually gets fired otherwise. A coward gets scared and quits. A hero gets scared, but still goes on.|Enthusiasm
698|Source|Unknown||Why were the saints, saints? Because they were cheerful when it was difficult to be cheerful, patient when it was difficult to be patient; and because they pushed on when they wanted to stand still, and kept silent when they wanted to talk, and were agreeable when they wanted to be disagreeable. That was all. It was quite simple and always will be.|Enthusiasm
699|Denis|Waitley|1933-, American Author, Speaker, Trainer, Peak Performance Expert|Get excited and enthusiastic about you own dream. This excitement is like a forest fire -- you can smell it, taste it, and see it from a mile away.|Enthusiasm
700|John|Wesley|1703-1791, British Preacher, Founder of Methodism|Catch on fire with enthusiasm and people will come for miles to watch you burn.|Enthusiasm
701|James|Allen|1864-1912, British-born American Essayist, Author of ''As a Man Thinketh''|A man is not rightly conditioned until he is a happy, healthy, and prosperous being; and happiness, health, and prosperity are the result of a harmonious adjustment of the inner with the outer of the man with his surroundings.|Environment
702|Mark|Caine||The first step toward success is taken when you refuse to be a captive of the environment in which you first find yourself.|Environment
703|Robert|Collier|American Writer, Publisher|People blame their environment. There is only one person to blame -- and only one -- themselves.|Environment
704|Rene|Dubos|1901-1982, French-born American Bacteriologist|Man shapes himself through decision that shape his environment.|Environment
705||Euripides|BC 480-406, Greek Tragic Poet|Every man is like the company he is wont to keep.|Environment
706|David  Harold|Fink||When we become a part of anything, it becomes a part of us.|Environment
707|Napoleon|Hill|1883-1970, American Speaker, Motivational Writer, ''Think and Grow Rich''|We begin to see, therefore, the importance of selecting our environment with the greatest of care, because environment is the mental feeding ground out of which the food that goes into our minds is extracted.|Environment
708|L.  Ron|Hubbard|American Author, Philosopher, Founder of Scientology|A person is either the effect of his environment or is able to have an effect upon his environment.|Environment
709|Orison  Swett|Marden|1850-1924, American Author, Founder of Success Magazine|A strong, successful man is not the victim of his environment. He creates favorable conditions. His own inherent force and energy compel things to turn out as he desires.|Environment
710|Orison  Swett|Marden|1850-1924, American Author, Founder of Success Magazine|Every experience in life, everything with which we have come in contact in life, is a chisel which has been cutting away at our life statue, molding, modifying, shaping it. We are part of all we have met. Everything we have seen, heard, felt or thought has had its hand in molding us, shaping us.|Environment
711|Orison  Swett|Marden|1850-1924, American Author, Founder of Success Magazine|We make the world we live in and shape our own environment.|Environment
712|Orison  Swett|Marden|1850-1924, American Author, Founder of Success Magazine|Your outlook upon life, your estimate of yourself, your estimate of your value are largely colored by your environment. Your whole career will be modified, shaped, molded by your surroundings, by the character of the people with whom you come in contact every day...|Environment
713|Earl|Nightingale|1921-1989, American Radio Announcer, Author, Motivator, Speaker|Our environment, the world in which we live and work, is a mirror of our attitudes and expectations.|Environment
714|Charles|Panati||We are the environment.|Environment
715|Joseph  Chilton|Pearce||We are shaped by each other. We adjust not to the reality of a world, but to the reality of other thinkers.|Environment
716|Joseph  Chilton|Pearce||We live in a web of ideas, a fabric of our own making.|Environment
717|Thomas  J.|Peters|1942-, American Management Consultant, Author, Trainer|We found that the most exciting environments, that treated people very well, are also tough as nails. There is no bureaucratic mumbo-jumbo... excellent companies provide two things simultaneously: tough environments and very supportive environments.|Environment
718|Dan|Quayle|1947-, American Politician, Vice-President|It isn't pollution that's harming the environment. It's the impurities in our air and water that are doing it.|Environment
719|W.  Clement|Stone|1902-, American Businessman, Author|You are a product of your environment. So choose the environment that will best develop you toward your objective. Analyze your life in terms of its environment. Are the things around you helping you toward success -- or are they holding you back?|Environment
720|Marcus|Aurelius|121-80 AD, Roman Emperor, Philosopher|That which is not good for the bee-hive cannot be good for the bees.|Environmentalism
721|Jose  Ortega|Y Gasset|1883-1955, Spanish Essayist, Philosopher|I am I plus my surroundings and if I do not preserve the latter, I do not preserve myself.|Environmentalism
722|Henry|Miller|1891-1980, American Author|What have we achieved in mowing down mountain ranges, harnessing the energy of mighty rivers, or moving whole populations about like chess pieces, if we ourselves remain the same restless, miserable, frustrated creatures we were before? To call such activity progress is utter delusion. We may succeed in altering the face of the earth until it is unrecognizable even to the Creator, but if we are unaffected wherein lies the meaning?|Environmentalism
723|Ronald|Reagan|1911-, Fortieth President of the USA, Actor|If the federal government had been around when the Creator was putting His hand to this state, Indiana wouldn't be here. It'd still be waiting for an environmental impact statement.|Environmentalism
724|Lewis|Thomas|1913-, American Physician, Educator|It hurts the spirit, somehow, to read the word environments, when the plural means that there are so many alternatives there to be sorted through, as in a market, and voted on.|Environmentalism
725|George  F.|Will|1941-, American Political Columnist|Modern man's capacity for destruction is quixotic evidence of humanity's capacity for reconstruction. The powerful technological agents we have unleashed against the environment include many of the agents we require for its reconstruction.|Environmentalism
726||Aeschylus|BC 525-456, Greek Dramatist|He who goes unenvied shall not be admired.|Envy
727||Antisthenes|388-311 BC, Greek Dramatist|As iron is eaten away by rust, so the envious are consumed by their own passion.|Envy
728|Francis|Bacon|1561-1626, British Philosopher, Essayist, Statesman|None of the affections have been noted to fascinate and bewitch but envy.|Envy
729|John|Berger|1926-, British Actor, Critic|The envied are like bureaucrats; the more impersonal they are, the greater the illusion (for themselves and for others) of their power.|Envy
730||Bible|Sacred Scriptures of Christians and Judaism|Envy and wrath shorten the life. [Ecclesiasticus]|Envy
731|Sir  Thomas|Browne|1605-1682, British Author, Physician,, Philosopher|Let age, not envy, draw wrinkles on thy cheeks.|Envy
732|Marcus  T.|Cicero|c. 106-43 BC, Great Roman Orator, Politician|I never admire another's fortune so much that I became dissatisfied with my own.|Envy
733|Source|Unknown||In full view of his television audience, he preached a new religion -- or a new form of Christianity -- based on faith in financial miracles and in a Heaven here on earth with a water slide and luxury hotels. It was a religion of celebrity and showmanship and fun, which made a mockery of all puritanical standards and all canons of good taste. Its standard was excess, and its doctrines were tolerance and freedom from accountability.|Evangelism
734|Andre|Breton|1989-1966, French Surrealist|In the world we live in everything militates in favor of things that have not yet happened, of things that will never happen again.|Events
735|John  Kenneth|Galbraith|1908-, American Economist|The enemy of the conventional wisdom is not ideas but the march of events.|Events
736|Edward|Hoagland|1932-, American Novelist, Essayist|Like a kick in the butt, the force of events wakes slumberous talents.|Events
737|Salman|Rushdie|1948-, Indian-born British Author|One of the extraordinary things about human events is that the unthinkable becomes thinkable.|Events
738|Oscar|Wilde|1856-1900, British Author, Wit|The great events of life often leave one unmoved; they pass out of consciousness, and, when one thinks of them, become unreal. Even the scarlet flowers of passion seem to grow in the same meadow as the poppies of oblivion.|Events
739|Hannah|Arendt|1906-1975, German-born American Political Philosopher|The trouble with Eichmann was precisely that so many were like him, and that the many were neither perverted nor sadistic, that they were, and still are, terribly and terrifyingly normal. From the viewpoint of our legal institutions and of our moral standards of judgment, this normality was much more terrifying than all the atrocities put together.|Evil
740||Aristotle|BC 384-322, Greek Philosopher|No notice is taken of a little evil, but when it increases it strikes the eye.|Evil
741|W.  H.|Auden|1907-1973, Anglo-American Poet|Evil is unspectacular and always human, and shares our bed and eats at our own table.|Evil
742|Charles|Baudelaire|1821-1867, French Poet|Evil is done without effort, naturally, it is the working of fate; good is always the product of an art.|Evil
743|Saul|Bellow|1915-, American Novelist|There are evils that have the ability to survive identification and go on for ever... money, for instance, or war.|Evil
744|John|Berger|1926-, British Actor, Critic|Nothing in the nature around us is evil. This needs to be repeated since one of the human ways of talking oneself into inhuman acts is to cite the supposed cruelty of nature.|Evil
745||Bible|Sacred Scriptures of Christians and Judaism|No evil shall happen to the just.|Evil
746||Bible|Sacred Scriptures of Christians and Judaism|Overcome evil with good. [St. Paul]]|Evil
747||Bible|Sacred Scriptures of Christians and Judaism|Whoever rewards evil for good, evil will not depart from their house.|Evil
748||Bischer||Those that are evil have not only the good against them, but also the bad.|Evil
